count, parallel 8 bit, parallel 14 bit, serial
      18480,'65,'1dcc,'1c
      18481,'ee,'2c69,'38
      18482,'d2,'36b7,'71
      18483,'d8,'0e24,'e2
      18484,'5b,'29f4,'c4
      18485,'9b,'22ce,'89
      18486,'c4,'0a3c,'12
      18487,'a1,'020c,'24
      18488,'4f,'15fc,'49
      18489,'9d,'3b99,'93
      18490,'45,'18d2,'26
      18491,'1e,'2d6f,'4d
      18492,'85,'1c49,'9b
      18493,'41,'13e8,'36
      18494,'e0,'059d,'6d
      18495,'af,'1479,'da
      18496,'32,'0418,'b5
      18497,'77,'2bf8,'6b
      18498,'69,'3732,'d6
      18499,'ec,'31a5,'ad
      18500,'ad,'1ade,'5b
      18501,'4d,'3893,'b7
      18502,'e2,'27d0,'6f
      18503,'d0,'0b3a,'de
      18504,'a7,'28f2,'bd
      18505,'ce,'0830,'7b
      18506,'22,'17f0,'f6
      18507,'8f,'2e65,'ec
      18508,'c2,'234b,'d8
      18509,'20,'35bd,'b1
      18510,'f0,'3126,'63
      18511,'57,'0fa1,'c6
      18512,'99,'1675,'8d
      18513,'bb,'11e4,'1a
      18514,'34,'1061,'34
      18515,'f6,'2fe0,'69
      18516,'d6,'1cca,'d2
      18517,'26,'0697,'a5
      18518,'71,'2b7b,'4b
      18519,'e8,'224d,'97
      18520,'53,'1f43,'2e
      18521,'67,'2cea,'5d
      18522,'91,'23c8,'bb
      18523,'47,'20c2,'77
      18524,'61,'1fc0,'ee
      18525,'10,'3995,'dc
      18526,'f8,'0d2e,'b9
      18527,'ab,'16f6,'73
      18528,'cc,'049b,'e6
      18529,'5d,'3e87,'cc
      18530,'1a,'19d4,'99
      18531,'7b,'0791,'32
      18532,'6b,'0185,'65
      18533,'93,'3f81,'ca
      18534,'38,'332a,'95
      18535,'f4,'1a5d,'2a
      18536,'a9,'2dec,'55
      18537,'b3,'0936,'ab
      18538,'c8,'3d0e,'57
      18539,'a3,'33a9,'af
      18540,'30,'0f22,'5f
      18541,'08,'030a,'bf
      18542,'fc,'3f02,'7f
      18543,'55,'2655,'fe
      18544,'e6,'34bb,'fc
      18545,'2e,'1bd8,'f8
      18546,'8d,'126d,'f0
      18547,'bd,'3a1c,'e0
      18548,'b5,'2753,'c0
      18549,'49,'1e45,'81
      18550,'1c,'0614,'02
      18551,'fa,'3e04,'04
      18552,'d4,'0cab,'08
      18553,'59,'2977,'10
      18554,'e4,'37b1,'20
      18555,'51,'24da,'41
      18556,'18,'3438,'83
      18557,'04,'0ea7,'06
      18558,'fe,'3c8b,'0c
      18559,'2a,'0c28,'18
      18560,'73,'3c08,'30
      18561,'97,'1957,'61
      18562,'c6,'12ee,'c2
      18563,'de,'2f63,'85
      18564,'da,'09b5,'0a
      18565,'24,'2871,'14
      18566,'0e,'1d4f,'28
      18567,'7d,'3916,'51
      18568,'ea,'1851,'a3
      18569,'2c,'3810,'47
      18570,'f2,'32af,'8f
      18571,'28,'25dc,'1e
      18572,'0c,'1ec6,'3c
      18573,'02,'136b,'79
      18574,'7f,'10e2,'f2
      18575,'95,'3a9f,'e4
      18576,'b9,'322c,'c8
      18577,'4b,'30a3,'91
      18578,'63,'3020,'22
      18579,'6f,'255f,'45
      18580,'6d,'0bb9,'8b
      18581,'12,'3d8d,'16
      18582,'87,'26d6,'2c
      18583,'3e,'21c4,'59
      18584,'75,'353e,'b3
      18585,'16,'2459,'67
      18586,'79,'2147,'ce
      18587,'14,'2041,'9d
      18588,'06,'0abf,'3a
      18589,'81,'1773,'75
      18590,'bf,'3b1a,'ea
      18591,'ca,'0dad,'d4
      18592,'dc,'0389,'a9
      18593,'a5,'2a7d,'53
      18594,'b1,'08b3,'a7
      18595,'b7,'028f,'4f
      18596,'36,'0083,'9f
      18597,'89,'157f,'3e
      18598,'43,'2ee6,'7d
      18599,'9f,'3634,'fa
      18600,'3a,'1b5b,'f4
      18601,'8b,'0712,'e8
      18602,'3c,'14fa,'d0
      18603,'0a,'1167,'a1
      18604,'83,'051e,'43
      18605,'c0,'0106,'87
      18606,'5f,'2afe,'0e
      18607,'65,'1dcc,'1c
      18608,'ee,'2c69,'38
      18609,'d2,'36b7,'71
      18610,'d8,'0e24,'e2
      18611,'5b,'29f4,'c4
      18612,'9b,'22ce,'89
      18613,'c4,'0a3c,'12
      18614,'a1,'020c,'24
      18615,'4f,'15fc,'49
      18616,'9d,'3b99,'93
      18617,'45,'18d2,'26
      18618,'1e,'2d6f,'4d
      18619,'85,'1c49,'9b
      18620,'41,'13e8,'36
      18621,'e0,'059d,'6d
      18622,'af,'1479,'da
      18623,'32,'0418,'b5
      18624,'77,'2bf8,'6b
      18625,'69,'3732,'d6
      18626,'ec,'31a5,'ad
      18627,'ad,'1ade,'5b
      18628,'4d,'3893,'b7
      18629,'e2,'27d0,'6f
      18630,'d0,'0b3a,'de
      18631,'a7,'28f2,'bd
      18632,'ce,'0830,'7b
      18633,'22,'17f0,'f6
      18634,'8f,'2e65,'ec
      18635,'c2,'234b,'d8
      18636,'20,'35bd,'b1
      18637,'f0,'3126,'63
      18638,'57,'0fa1,'c6
      18639,'99,'1675,'8d
      18640,'bb,'11e4,'1a
      18641,'34,'1061,'34
      18642,'f6,'2fe0,'69
      18643,'d6,'1cca,'d2
      18644,'26,'0697,'a5
      18645,'71,'2b7b,'4b
      18646,'e8,'224d,'97
      18647,'53,'1f43,'2e
      18648,'67,'2cea,'5d
      18649,'91,'23c8,'bb
      18650,'47,'20c2,'77
      18651,'61,'1fc0,'ee
      18652,'10,'3995,'dc
      18653,'f8,'0d2e,'b9
      18654,'ab,'16f6,'73
      18655,'cc,'049b,'e6
      18656,'5d,'3e87,'cc
      18657,'1a,'19d4,'99
      18658,'7b,'0791,'32
      18659,'6b,'0185,'65
      18660,'93,'3f81,'ca
      18661,'38,'332a,'95
      18662,'f4,'1a5d,'2a
      18663,'a9,'2dec,'55
      18664,'b3,'0936,'ab
      18665,'c8,'3d0e,'57
      18666,'a3,'33a9,'af
      18667,'30,'0f22,'5f
      18668,'08,'030a,'bf
      18669,'fc,'3f02,'7f
      18670,'55,'2655,'fe
      18671,'e6,'34bb,'fc
      18672,'2e,'1bd8,'f8
      18673,'8d,'126d,'f0
      18674,'bd,'3a1c,'e0
      18675,'b5,'2753,'c0
      18676,'49,'1e45,'81
      18677,'1c,'0614,'02
      18678,'fa,'3e04,'04
      18679,'d4,'0cab,'08
      18680,'59,'2977,'10
      18681,'e4,'37b1,'20
      18682,'51,'24da,'41
      18683,'18,'3438,'83
      18684,'04,'0ea7,'06
      18685,'fe,'3c8b,'0c
      18686,'2a,'0c28,'18
      18687,'73,'3c08,'30
      18688,'97,'1957,'61
      18689,'c6,'12ee,'c2
      18690,'de,'2f63,'85
      18691,'da,'09b5,'0a
      18692,'24,'2871,'14
      18693,'0e,'1d4f,'28
      18694,'7d,'3916,'51
      18695,'ea,'1851,'a3
      18696,'2c,'3810,'47
      18697,'f2,'32af,'8f
      18698,'28,'25dc,'1e
      18699,'0c,'1ec6,'3c
      18700,'02,'136b,'79
      18701,'7f,'10e2,'f2
      18702,'95,'3a9f,'e4
      18703,'b9,'322c,'c8
      18704,'4b,'30a3,'91
      18705,'63,'3020,'22
      18706,'6f,'255f,'45
      18707,'6d,'0bb9,'8b
      18708,'12,'3d8d,'16
      18709,'87,'26d6,'2c
      18710,'3e,'21c4,'59
      18711,'75,'353e,'b3
      18712,'16,'2459,'67
      18713,'79,'2147,'ce
      18714,'14,'2041,'9d
      18715,'06,'0abf,'3a
      18716,'81,'1773,'75
      18717,'bf,'3b1a,'ea
      18718,'ca,'0dad,'d4
      18719,'dc,'0389,'a9
      18720,'a5,'2a7d,'53
      18721,'b1,'08b3,'a7
      18722,'b7,'028f,'4f
      18723,'36,'0083,'9f
      18724,'89,'157f,'3e
      18725,'43,'2ee6,'7d
      18726,'9f,'3634,'fa
      18727,'3a,'1b5b,'f4
      18728,'8b,'0712,'e8
      18729,'3c,'14fa,'d0
      18730,'0a,'1167,'a1
      18731,'83,'051e,'43
      18732,'c0,'0106,'87
      18733,'5f,'2afe,'0e
      18734,'65,'1dcc,'1c
      18735,'ee,'2c69,'38
      18736,'d2,'36b7,'71
      18737,'d8,'0e24,'e2
      18738,'5b,'29f4,'c4
      18739,'9b,'22ce,'89
      18740,'c4,'0a3c,'12
      18741,'a1,'020c,'24
      18742,'4f,'15fc,'49
      18743,'9d,'3b99,'93
      18744,'45,'18d2,'26
      18745,'1e,'2d6f,'4d
      18746,'85,'1c49,'9b
      18747,'41,'13e8,'36
      18748,'e0,'059d,'6d
      18749,'af,'1479,'da
      18750,'32,'0418,'b5
      18751,'77,'2bf8,'6b
      18752,'69,'3732,'d6
      18753,'ec,'31a5,'ad
      18754,'ad,'1ade,'5b
      18755,'4d,'3893,'b7
      18756,'e2,'27d0,'6f
      18757,'d0,'0b3a,'de
      18758,'a7,'28f2,'bd
      18759,'ce,'0830,'7b
      18760,'22,'17f0,'f6
      18761,'8f,'2e65,'ec
      18762,'c2,'234b,'d8
      18763,'20,'35bd,'b1
      18764,'f0,'3126,'63
      18765,'57,'0fa1,'c6
      18766,'99,'1675,'8d
      18767,'bb,'11e4,'1a
      18768,'34,'1061,'34
      18769,'f6,'2fe0,'69
      18770,'d6,'1cca,'d2
      18771,'26,'0697,'a5
      18772,'71,'2b7b,'4b
      18773,'e8,'224d,'97
      18774,'53,'1f43,'2e
      18775,'67,'2cea,'5d
      18776,'91,'23c8,'bb
      18777,'47,'20c2,'77
      18778,'61,'1fc0,'ee
      18779,'10,'3995,'dc
      18780,'f8,'0d2e,'b9
      18781,'ab,'16f6,'73
      18782,'cc,'049b,'e6
      18783,'5d,'3e87,'cc
      18784,'1a,'19d4,'99
      18785,'7b,'0791,'32
      18786,'6b,'0185,'65
      18787,'93,'3f81,'ca
      18788,'38,'332a,'95
      18789,'f4,'1a5d,'2a
      18790,'a9,'2dec,'55
      18791,'b3,'0936,'ab
      18792,'c8,'3d0e,'57
      18793,'a3,'33a9,'af
      18794,'30,'0f22,'5f
      18795,'08,'030a,'bf
      18796,'fc,'3f02,'7f
      18797,'55,'2655,'fe
      18798,'e6,'34bb,'fc
      18799,'2e,'1bd8,'f8
      18800,'8d,'126d,'f0
      18801,'bd,'3a1c,'e0
      18802,'b5,'2753,'c0
      18803,'49,'1e45,'81
      18804,'1c,'0614,'02
      18805,'fa,'3e04,'04
      18806,'d4,'0cab,'08
      18807,'59,'2977,'10
      18808,'e4,'37b1,'20
      18809,'51,'24da,'41
      18810,'18,'3438,'83
      18811,'04,'0ea7,'06
      18812,'fe,'3c8b,'0c
      18813,'2a,'0c28,'18
      18814,'73,'3c08,'30
      18815,'97,'1957,'61
      18816,'c6,'12ee,'c2
      18817,'de,'2f63,'85
      18818,'da,'09b5,'0a
      18819,'24,'2871,'14
      18820,'0e,'1d4f,'28
      18821,'7d,'3916,'51
      18822,'ea,'1851,'a3
      18823,'2c,'3810,'47
      18824,'f2,'32af,'8f
      18825,'28,'25dc,'1e
      18826,'0c,'1ec6,'3c
      18827,'02,'136b,'79
      18828,'7f,'10e2,'f2
      18829,'95,'3a9f,'e4
      18830,'b9,'322c,'c8
      18831,'4b,'30a3,'91
      18832,'63,'3020,'22
      18833,'6f,'255f,'45
      18834,'6d,'0bb9,'8b
      18835,'12,'3d8d,'16
      18836,'87,'26d6,'2c
      18837,'3e,'21c4,'59
      18838,'75,'353e,'b3
      18839,'16,'2459,'67
      18840,'79,'2147,'ce
      18841,'14,'2041,'9d
      18842,'06,'0abf,'3a
      18843,'81,'1773,'75
      18844,'bf,'3b1a,'ea
      18845,'ca,'0dad,'d4
      18846,'dc,'0389,'a9
      18847,'a5,'2a7d,'53
      18848,'b1,'08b3,'a7
      18849,'b7,'028f,'4f
      18850,'36,'0083,'9f
      18851,'89,'157f,'3e
      18852,'43,'2ee6,'7d
      18853,'9f,'3634,'fa
      18854,'3a,'1b5b,'f4
      18855,'8b,'0712,'e8
      18856,'3c,'14fa,'d0
      18857,'0a,'1167,'a1
      18858,'83,'051e,'43
      18859,'c0,'0106,'87
      18860,'5f,'2afe,'0e
      18861,'65,'1dcc,'1c
      18862,'ee,'2c69,'38
      18863,'d2,'36b7,'71
      18864,'d8,'0e24,'e2
      18865,'5b,'29f4,'c4
      18866,'9b,'22ce,'89
      18867,'c4,'0a3c,'12
      18868,'a1,'020c,'24
      18869,'4f,'15fc,'49
      18870,'9d,'3b99,'93
      18871,'45,'18d2,'26
      18872,'1e,'2d6f,'4d
      18873,'85,'1c49,'9b
      18874,'41,'13e8,'36
      18875,'e0,'059d,'6d
      18876,'af,'1479,'da
      18877,'32,'0418,'b5
      18878,'77,'2bf8,'6b
      18879,'69,'3732,'d6
      18880,'ec,'31a5,'ad
      18881,'ad,'1ade,'5b
      18882,'4d,'3893,'b7
      18883,'e2,'27d0,'6f
      18884,'d0,'0b3a,'de
      18885,'a7,'28f2,'bd
      18886,'ce,'0830,'7b
      18887,'22,'17f0,'f6
      18888,'8f,'2e65,'ec
      18889,'c2,'234b,'d8
      18890,'20,'35bd,'b1
      18891,'f0,'3126,'63
      18892,'57,'0fa1,'c6
      18893,'99,'1675,'8d
      18894,'bb,'11e4,'1a
      18895,'34,'1061,'34
      18896,'f6,'2fe0,'69
      18897,'d6,'1cca,'d2
      18898,'26,'0697,'a5
      18899,'71,'2b7b,'4b
      18900,'e8,'224d,'97
      18901,'53,'1f43,'2e
      18902,'67,'2cea,'5d
      18903,'91,'23c8,'bb
      18904,'47,'20c2,'77
      18905,'61,'1fc0,'ee
      18906,'10,'3995,'dc
      18907,'f8,'0d2e,'b9
      18908,'ab,'16f6,'73
      18909,'cc,'049b,'e6
      18910,'5d,'3e87,'cc
      18911,'1a,'19d4,'99
      18912,'7b,'0791,'32
      18913,'6b,'0185,'65
      18914,'93,'3f81,'ca
      18915,'38,'332a,'95
      18916,'f4,'1a5d,'2a
      18917,'a9,'2dec,'55
      18918,'b3,'0936,'ab
      18919,'c8,'3d0e,'57
      18920,'a3,'33a9,'af
      18921,'30,'0f22,'5f
      18922,'08,'030a,'bf
      18923,'fc,'3f02,'7f
      18924,'55,'2655,'fe
      18925,'e6,'34bb,'fc
      18926,'2e,'1bd8,'f8
      18927,'8d,'126d,'f0
      18928,'bd,'3a1c,'e0
      18929,'b5,'2753,'c0
      18930,'49,'1e45,'81
      18931,'1c,'0614,'02
      18932,'fa,'3e04,'04
      18933,'d4,'0cab,'08
      18934,'59,'2977,'10
      18935,'e4,'37b1,'20
      18936,'51,'24da,'41
      18937,'18,'3438,'83
      18938,'04,'0ea7,'06
      18939,'fe,'3c8b,'0c
      18940,'2a,'0c28,'18
      18941,'73,'3c08,'30
      18942,'97,'1957,'61
      18943,'c6,'12ee,'c2
      18944,'de,'2f63,'85
      18945,'da,'09b5,'0a
      18946,'24,'2871,'14
      18947,'0e,'1d4f,'28
      18948,'7d,'3916,'51
      18949,'ea,'1851,'a3
      18950,'2c,'3810,'47
      18951,'f2,'32af,'8f
      18952,'28,'25dc,'1e
      18953,'0c,'1ec6,'3c
      18954,'02,'136b,'79
      18955,'7f,'10e2,'f2
      18956,'95,'3a9f,'e4
      18957,'b9,'322c,'c8
      18958,'4b,'30a3,'91
      18959,'63,'3020,'22
      18960,'6f,'255f,'45
      18961,'6d,'0bb9,'8b
      18962,'12,'3d8d,'16
      18963,'87,'26d6,'2c
      18964,'3e,'21c4,'59
      18965,'75,'353e,'b3
      18966,'16,'2459,'67
      18967,'79,'2147,'ce
      18968,'14,'2041,'9d
      18969,'06,'0abf,'3a
      18970,'81,'1773,'75
      18971,'bf,'3b1a,'ea
      18972,'ca,'0dad,'d4
      18973,'dc,'0389,'a9
      18974,'a5,'2a7d,'53
      18975,'b1,'08b3,'a7
      18976,'b7,'028f,'4f
      18977,'36,'0083,'9f
      18978,'89,'157f,'3e
      18979,'43,'2ee6,'7d
      18980,'9f,'3634,'fa
      18981,'3a,'1b5b,'f4
      18982,'8b,'0712,'e8
      18983,'3c,'14fa,'d0
      18984,'0a,'1167,'a1
      18985,'83,'051e,'43
      18986,'c0,'0106,'87
      18987,'5f,'2afe,'0e
      18988,'65,'1dcc,'1c
      18989,'ee,'2c69,'38
      18990,'d2,'36b7,'71
      18991,'d8,'0e24,'e2
      18992,'5b,'29f4,'c4
      18993,'9b,'22ce,'89
      18994,'c4,'0a3c,'12
      18995,'a1,'020c,'24
      18996,'4f,'15fc,'49
      18997,'9d,'3b99,'93
      18998,'45,'18d2,'26
      18999,'1e,'2d6f,'4d
      19000,'85,'1c49,'9b
      19001,'41,'13e8,'36
      19002,'e0,'059d,'6d
      19003,'af,'1479,'da
      19004,'32,'0418,'b5
      19005,'77,'2bf8,'6b
      19006,'69,'3732,'d6
      19007,'ec,'31a5,'ad
      19008,'ad,'1ade,'5b
      19009,'4d,'3893,'b7
      19010,'e2,'27d0,'6f
      19011,'d0,'0b3a,'de
      19012,'a7,'28f2,'bd
      19013,'ce,'0830,'7b
      19014,'22,'17f0,'f6
      19015,'8f,'2e65,'ec
      19016,'c2,'234b,'d8
      19017,'20,'35bd,'b1
      19018,'f0,'3126,'63
      19019,'57,'0fa1,'c6
      19020,'99,'1675,'8d
      19021,'bb,'11e4,'1a
      19022,'34,'1061,'34
      19023,'f6,'2fe0,'69
      19024,'d6,'1cca,'d2
      19025,'26,'0697,'a5
      19026,'71,'2b7b,'4b
      19027,'e8,'224d,'97
      19028,'53,'1f43,'2e
      19029,'67,'2cea,'5d
      19030,'91,'23c8,'bb
      19031,'47,'20c2,'77
      19032,'61,'1fc0,'ee
      19033,'10,'3995,'dc
      19034,'f8,'0d2e,'b9
      19035,'ab,'16f6,'73
      19036,'cc,'049b,'e6
      19037,'5d,'3e87,'cc
      19038,'1a,'19d4,'99
      19039,'7b,'0791,'32
      19040,'6b,'0185,'65
      19041,'93,'3f81,'ca
      19042,'38,'332a,'95
      19043,'f4,'1a5d,'2a
      19044,'a9,'2dec,'55
      19045,'b3,'0936,'ab
      19046,'c8,'3d0e,'57
      19047,'a3,'33a9,'af
      19048,'30,'0f22,'5f
      19049,'08,'030a,'bf
      19050,'fc,'3f02,'7f
      19051,'55,'2655,'fe
      19052,'e6,'34bb,'fc
      19053,'2e,'1bd8,'f8
      19054,'8d,'126d,'f0
      19055,'bd,'3a1c,'e0
      19056,'b5,'2753,'c0
      19057,'49,'1e45,'81
      19058,'1c,'0614,'02
      19059,'fa,'3e04,'04
      19060,'d4,'0cab,'08
      19061,'59,'2977,'10
      19062,'e4,'37b1,'20
      19063,'51,'24da,'41
      19064,'18,'3438,'83
      19065,'04,'0ea7,'06
      19066,'fe,'3c8b,'0c
      19067,'2a,'0c28,'18
      19068,'73,'3c08,'30
      19069,'97,'1957,'61
      19070,'c6,'12ee,'c2
      19071,'de,'2f63,'85
      19072,'da,'09b5,'0a
      19073,'24,'2871,'14
      19074,'0e,'1d4f,'28
      19075,'7d,'3916,'51
      19076,'ea,'1851,'a3
      19077,'2c,'3810,'47
      19078,'f2,'32af,'8f
      19079,'28,'25dc,'1e
      19080,'0c,'1ec6,'3c
      19081,'02,'136b,'79
      19082,'7f,'10e2,'f2
      19083,'95,'3a9f,'e4
      19084,'b9,'322c,'c8
      19085,'4b,'30a3,'91
      19086,'63,'3020,'22
      19087,'6f,'255f,'45
      19088,'6d,'0bb9,'8b
      19089,'12,'3d8d,'16
      19090,'87,'26d6,'2c
      19091,'3e,'21c4,'59
      19092,'75,'353e,'b3
      19093,'16,'2459,'67
      19094,'79,'2147,'ce
      19095,'14,'2041,'9d
      19096,'06,'0abf,'3a
      19097,'81,'1773,'75
      19098,'bf,'3b1a,'ea
      19099,'ca,'0dad,'d4
      19100,'dc,'0389,'a9
      19101,'a5,'2a7d,'53
      19102,'b1,'08b3,'a7
      19103,'b7,'028f,'4f
      19104,'36,'0083,'9f
      19105,'89,'157f,'3e
      19106,'43,'2ee6,'7d
      19107,'9f,'3634,'fa
      19108,'3a,'1b5b,'f4
      19109,'8b,'0712,'e8
      19110,'3c,'14fa,'d0
      19111,'0a,'1167,'a1
      19112,'83,'051e,'43
      19113,'c0,'0106,'87
      19114,'5f,'2afe,'0e
      19115,'65,'1dcc,'1c
      19116,'ee,'2c69,'38
      19117,'d2,'36b7,'71
      19118,'d8,'0e24,'e2
      19119,'5b,'29f4,'c4
      19120,'9b,'22ce,'89
      19121,'c4,'0a3c,'12
      19122,'a1,'020c,'24
      19123,'4f,'15fc,'49
      19124,'9d,'3b99,'93
      19125,'45,'18d2,'26
      19126,'1e,'2d6f,'4d
      19127,'85,'1c49,'9b
      19128,'41,'13e8,'36
      19129,'e0,'059d,'6d
      19130,'af,'1479,'da
      19131,'32,'0418,'b5
      19132,'77,'2bf8,'6b
      19133,'69,'3732,'d6
      19134,'ec,'31a5,'ad
      19135,'ad,'1ade,'5b
      19136,'4d,'3893,'b7
      19137,'e2,'27d0,'6f
      19138,'d0,'0b3a,'de
      19139,'a7,'28f2,'bd
      19140,'ce,'0830,'7b
      19141,'22,'17f0,'f6
      19142,'8f,'2e65,'ec
      19143,'c2,'234b,'d8
      19144,'20,'35bd,'b1
      19145,'f0,'3126,'63
      19146,'57,'0fa1,'c6
      19147,'99,'1675,'8d
      19148,'bb,'11e4,'1a
      19149,'34,'1061,'34
      19150,'f6,'2fe0,'69
      19151,'d6,'1cca,'d2
      19152,'26,'0697,'a5
      19153,'71,'2b7b,'4b
      19154,'e8,'224d,'97
      19155,'53,'1f43,'2e
      19156,'67,'2cea,'5d
      19157,'91,'23c8,'bb
      19158,'47,'20c2,'77
      19159,'61,'1fc0,'ee
      19160,'10,'3995,'dc
      19161,'f8,'0d2e,'b9
      19162,'ab,'16f6,'73
      19163,'cc,'049b,'e6
      19164,'5d,'3e87,'cc
      19165,'1a,'19d4,'99
      19166,'7b,'0791,'32
      19167,'6b,'0185,'65
      19168,'93,'3f81,'ca
      19169,'38,'332a,'95
      19170,'f4,'1a5d,'2a
      19171,'a9,'2dec,'55
      19172,'b3,'0936,'ab
      19173,'c8,'3d0e,'57
      19174,'a3,'33a9,'af
      19175,'30,'0f22,'5f
      19176,'08,'030a,'bf
      19177,'fc,'3f02,'7f
      19178,'55,'2655,'fe
      19179,'e6,'34bb,'fc
      19180,'2e,'1bd8,'f8
      19181,'8d,'126d,'f0
      19182,'bd,'3a1c,'e0
      19183,'b5,'2753,'c0
      19184,'49,'1e45,'81
      19185,'1c,'0614,'02
      19186,'fa,'3e04,'04
      19187,'d4,'0cab,'08
      19188,'59,'2977,'10
      19189,'e4,'37b1,'20
      19190,'51,'24da,'41
      19191,'18,'3438,'83
      19192,'04,'0ea7,'06
      19193,'fe,'3c8b,'0c
      19194,'2a,'0c28,'18
      19195,'73,'3c08,'30
      19196,'97,'1957,'61
      19197,'c6,'12ee,'c2
      19198,'de,'2f63,'85
      19199,'da,'09b5,'0a
      19200,'24,'2871,'14
      19201,'0e,'1d4f,'28
      19202,'7d,'3916,'51
      19203,'ea,'1851,'a3
      19204,'2c,'3810,'47
      19205,'f2,'32af,'8f
      19206,'28,'25dc,'1e
      19207,'0c,'1ec6,'3c
      19208,'02,'136b,'79
      19209,'7f,'10e2,'f2
      19210,'95,'3a9f,'e4
      19211,'b9,'322c,'c8
      19212,'4b,'30a3,'91
      19213,'63,'3020,'22
      19214,'6f,'255f,'45
      19215,'6d,'0bb9,'8b
      19216,'12,'3d8d,'16
      19217,'87,'26d6,'2c
      19218,'3e,'21c4,'59
      19219,'75,'353e,'b3
      19220,'16,'2459,'67
      19221,'79,'2147,'ce
      19222,'14,'2041,'9d
      19223,'06,'0abf,'3a
      19224,'81,'1773,'75
      19225,'bf,'3b1a,'ea
      19226,'ca,'0dad,'d4
      19227,'dc,'0389,'a9
      19228,'a5,'2a7d,'53
      19229,'b1,'08b3,'a7
      19230,'b7,'028f,'4f
      19231,'36,'0083,'9f
      19232,'89,'157f,'3e
      19233,'43,'2ee6,'7d
      19234,'9f,'3634,'fa
      19235,'3a,'1b5b,'f4
      19236,'8b,'0712,'e8
      19237,'3c,'14fa,'d0
      19238,'0a,'1167,'a1
      19239,'83,'051e,'43
      19240,'c0,'0106,'87
      19241,'5f,'2afe,'0e
      19242,'65,'1dcc,'1c
      19243,'ee,'2c69,'38
      19244,'d2,'36b7,'71
      19245,'d8,'0e24,'e2
      19246,'5b,'29f4,'c4
      19247,'9b,'22ce,'89
      19248,'c4,'0a3c,'12
      19249,'a1,'020c,'24
      19250,'4f,'15fc,'49
      19251,'9d,'3b99,'93
      19252,'45,'18d2,'26
      19253,'1e,'2d6f,'4d
      19254,'85,'1c49,'9b
      19255,'41,'13e8,'36
      19256,'e0,'059d,'6d
      19257,'af,'1479,'da
      19258,'32,'0418,'b5
      19259,'77,'2bf8,'6b
      19260,'69,'3732,'d6
      19261,'ec,'31a5,'ad
      19262,'ad,'1ade,'5b
      19263,'4d,'3893,'b7
      19264,'e2,'27d0,'6f
      19265,'d0,'0b3a,'de
      19266,'a7,'28f2,'bd
      19267,'ce,'0830,'7b
      19268,'22,'17f0,'f6
      19269,'8f,'2e65,'ec
      19270,'c2,'234b,'d8
      19271,'20,'35bd,'b1
      19272,'f0,'3126,'63
      19273,'57,'0fa1,'c6
      19274,'99,'1675,'8d
      19275,'bb,'11e4,'1a
      19276,'34,'1061,'34
      19277,'f6,'2fe0,'69
      19278,'d6,'1cca,'d2
      19279,'26,'0697,'a5
      19280,'71,'2b7b,'4b
      19281,'e8,'224d,'97
      19282,'53,'1f43,'2e
      19283,'67,'2cea,'5d
      19284,'91,'23c8,'bb
      19285,'47,'20c2,'77
      19286,'61,'1fc0,'ee
      19287,'10,'3995,'dc
      19288,'f8,'0d2e,'b9
      19289,'ab,'16f6,'73
      19290,'cc,'049b,'e6
      19291,'5d,'3e87,'cc
      19292,'1a,'19d4,'99
      19293,'7b,'0791,'32
      19294,'6b,'0185,'65
      19295,'93,'3f81,'ca
      19296,'38,'332a,'95
      19297,'f4,'1a5d,'2a
      19298,'a9,'2dec,'55
      19299,'b3,'0936,'ab
      19300,'c8,'3d0e,'57
      19301,'a3,'33a9,'af
      19302,'30,'0f22,'5f
      19303,'08,'030a,'bf
      19304,'fc,'3f02,'7f
      19305,'55,'2655,'fe
      19306,'e6,'34bb,'fc
      19307,'2e,'1bd8,'f8
      19308,'8d,'126d,'f0
      19309,'bd,'3a1c,'e0
      19310,'b5,'2753,'c0
      19311,'49,'1e45,'81
      19312,'1c,'0614,'02
      19313,'fa,'3e04,'04
      19314,'d4,'0cab,'08
      19315,'59,'2977,'10
      19316,'e4,'37b1,'20
      19317,'51,'24da,'41
      19318,'18,'3438,'83
      19319,'04,'0ea7,'06
      19320,'fe,'3c8b,'0c
      19321,'2a,'0c28,'18
      19322,'73,'3c08,'30
      19323,'97,'1957,'61
      19324,'c6,'12ee,'c2
      19325,'de,'2f63,'85
      19326,'da,'09b5,'0a
      19327,'24,'2871,'14
      19328,'0e,'1d4f,'28
      19329,'7d,'3916,'51
      19330,'ea,'1851,'a3
      19331,'2c,'3810,'47
      19332,'f2,'32af,'8f
      19333,'28,'25dc,'1e
      19334,'0c,'1ec6,'3c
      19335,'02,'136b,'79
      19336,'7f,'10e2,'f2
      19337,'95,'3a9f,'e4
      19338,'b9,'322c,'c8
      19339,'4b,'30a3,'91
      19340,'63,'3020,'22
      19341,'6f,'255f,'45
      19342,'6d,'0bb9,'8b
      19343,'12,'3d8d,'16
      19344,'87,'26d6,'2c
      19345,'3e,'21c4,'59
      19346,'75,'353e,'b3
      19347,'16,'2459,'67
      19348,'79,'2147,'ce
      19349,'14,'2041,'9d
      19350,'06,'0abf,'3a
      19351,'81,'1773,'75
      19352,'bf,'3b1a,'ea
      19353,'ca,'0dad,'d4
      19354,'dc,'0389,'a9
